[[(2.0064744719410026, 2.101604497819959), (0.00038509604584085035, 2.1064656350411526), (0.0005446423300984971, 1.8079492627411193), (2.007846911196081, 1.8001999580859622)], [(2.0021420776889833, 0.30221852059434323), (0.004522861271521401, 0.3030903707812568), (0.0009300800115368768, 0.009711411586767048), (2.000973009133666, 0.00019773213988619754)]]timestamp position0 velocity0 radius0 heading0 goal pref_speed theta position1 velocity1 radius1 heading1 position2 velocity2 radius2 heading2 position3 velocity3 radius3 heading3 position4 velocity4 radius4 heading4 position5 velocity5 radius5 heading5 position6 velocity6 radius6 heading6 
16.5 (2.5535309314727783,1.9539124965667725) (0.0846376121044159,0.06749757379293442) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.6732080342612977 (3.330842971801758,0.035481471568346024) (4.4244930563763774e-07,-5.544610459651267e-08) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654964156448841) (2.514417474230868e-07,-2.1507747760551865e-07) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0071583129570123,1.9514246002988105) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
16.75 (2.5749013423919678,1.971012830734253) (0.08548151701688766,0.06840139627456665) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.6748563655969854 (3.330842971801758,0.03548146039247513) (4.4244930563763774e-07,-4.054494340266501e-08) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654924109578133) (2.514417474230868e-07,-1.610607682778209e-07) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0070808916467855,1.968427272211721) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
17.0 (2.596618413925171,1.988452434539795) (0.0868680402636528,0.06975865364074707) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.6765928517799837 (3.330842971801758,0.03548145294189453) (4.4244930563763774e-07,-2.936907073092243e-08) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654894307255745) (2.514417474230868e-07,-1.2101389756935532e-07) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0070019326989743,1.9857676282492518) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
17.25 (2.6184580326080322,2.0060224533081055) (0.08735843002796173,0.07028055191040039) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.6774836572583661 (3.330842971801758,0.03548144921660423) (4.4244930563763774e-07,-2.1918490133998603e-08) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654871955513954) (2.514417474230868e-07,-9.121157518166001e-08) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0069223824625366,2.0032378385412533) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
17.5 (2.6402714252471924,2.023575782775879) (0.08725345134735107,0.07021315395832062) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.6776023310659194 (3.330842971801758,0.035481445491313934) (4.4244930563763774e-07,-1.819319983553669e-08) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654855191707611) (2.514417474230868e-07,-6.885983339088853e-08) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0068429076751397,2.0206914792960133) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
17.75 (2.662071466445923,2.0411267280578613) (0.08720050752162933,0.07020401209592819) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.6778352025533755 (3.330842971801758,0.035481441766023636) (4.4244930563763774e-07,-1.4467909537074775e-08) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654842153191566) (2.514417474230868e-07,-5.209603060052359e-08) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0067634434670323,2.038142796708659) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
18.0 (2.6838622093200684,2.058676242828369) (0.08716307580471039,0.07019805163145065) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.6780034623118941 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-1.074261923861286e-08) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.00865483283996582) (2.514417474230868e-07,-3.905751455590689e-08) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0066839855798047,2.0555927259783386) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
18.25 (2.7056374549865723,2.0762171745300293) (0.08710107952356339,0.07016412913799286) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.6781149256467526 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654825389385223) (2.514417474230868e-07,-2.9744288809752106e-08) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0066045664532757,2.073034142921877) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
18.5 (2.726964235305786,2.0933144092559814) (0.08530677855014801,0.06838922202587128) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.6757679457145904 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654819801449776) (2.514417474230868e-07,-2.2293708212828278e-08) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.006527158351373,2.0900339141244255) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
18.75 (2.748138904571533,2.1102542877197266) (0.08469885587692261,0.06775947660207748) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.6747437635509685 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654816076159477) (2.514417474230868e-07,-1.6705772765135407e-08) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
19.0 (2.7693164348602295,2.1271982192993164) (0.08471040427684784,0.06777597218751907) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.6747959965743577 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654813282191753) (2.514417474230868e-07,-1.2980481578495073e-08) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
19.25 (2.790739059448242,2.1443963050842285) (0.08569019287824631,0.0687926709651947) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.6764500740346724 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.00865481048822403) (2.514417474230868e-07,-1.0186513854648638e-08) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
19.5 (2.812281847000122,2.161724090576172) (0.08617078512907028,0.06931149959564209) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.6773879599969435 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.00865480862557888) (2.514417474230868e-07,-7.392546130802202e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
19.75 (2.8338563442230225,2.1790859699249268) (0.08629760146141052,0.06944753229618073) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.6776273274715254 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654807694256306) (2.514417474230868e-07,-5.529900981571245e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
20.0 (2.8553965091705322,2.1964149475097656) (0.08616062998771667,0.06931547820568085) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.6774735530573524 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654806762933731) (2.514417474230868e-07,-4.598578406955767e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
20.25 (2.876910448074341,2.213717460632324) (0.08605585992336273,0.06921010464429855) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.6773247755053032 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654805831611156) (2.514417474230868e-07,-3.667256054384893e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
20.5 (2.8983352184295654,2.2309298515319824) (0.08569934964179993,0.06884974241256714) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.6768027695684812 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-2.7359334797694146e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
20.75 (2.9197030067443848,2.248080253601074) (0.08547088503837585,0.06860116124153137) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.6763401593126465 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
21.0 (2.9412450790405273,2.2654213905334473) (0.08616812527179718,0.06936421990394592) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.6777744017854361 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
21.25 (2.9627621173858643,2.282745122909546) (0.0860682800412178,0.06929507106542587) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.6778535366481031 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
21.5 (2.9842777252197266,2.300067186355591) (0.08606260269880295,0.06928783655166626) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.6778347588231866 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
21.75 (3.0047225952148438,2.3162946701049805) (0.08177944272756577,0.06490989774465561) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.6708993144553987 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
22.0 (3.024833917617798,2.3321714401245117) (0.08044487237930298,0.06350725889205933) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.6682752447599284 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
22.25 (3.0450546741485596,2.348149299621582) (0.08088348805904388,0.06391163170337677) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.6687176689698568 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
22.5 (3.065319776535034,2.364168882369995) (0.08106053620576859,0.06407871097326279) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.6689240670582425 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
22.75 (3.0855844020843506,2.380183458328247) (0.08105818927288055,0.06405861675739288) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.6687855750534621 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
23.0 (3.1058387756347656,2.3961846828460693) (0.08101734519004822,0.06400526314973831) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.6686254271144364 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
23.25 (3.1260883808135986,2.4121785163879395) (0.08099798858165741,0.06397572159767151) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.6685170991979509 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
23.5 (3.1463327407836914,2.428165912628174) (0.08097748458385468,0.06394990533590317) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.6684439265611856 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
23.75 (3.1665735244750977,2.444148540496826) (0.08096326142549515,0.06393065303564072) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.6683829157549197 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
24.0 (3.186809778213501,2.46012544631958) (0.08094489574432373,0.06390788406133652) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.6683200051795996 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
24.25 (3.2070424556732178,2.476097822189331) (0.08093111217021942,0.06388914585113525) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.6682602078712588 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
